"Device: USB-2408-2AO"
"Serial Number: 2060DB1"
"Channel Count: 2"
"Sample Count: 1940"
"Start Time: 7/8/2026 2:33:11.0 PM"
"Scan Rate: 10"
"Sample","Date/Time","AI0 (°C)","AI1 (°C)"
"145","7/8/2026 2:33:25.5 PM","58.834","31.463"
"146","7/8/2026 2:33:25.6 PM","58.813","31.491"
"147","7/8/2026 2:33:25.7 PM","58.911","31.503"
"148","7/8/2026 2:33:25.8 PM","58.856","31.542"
"149","7/8/2026 2:33:25.9 PM","58.896","31.530"
"150","7/8/2026 2:33:26.0 PM","58.895","31.552"
"151","7/8/2026 2:33:26.1 PM","58.896","31.546"
"152","7/8/2026 2:33:26.2 PM","58.970","31.577"
"153","7/8/2026 2:33:26.3 PM","58.967","31.608"
"154","7/8/2026 2:33:26.4 PM","58.968","31.637"
"155","7/8/2026 2:33:26.5 PM","58.988","31.663"
"156","7/8/2026 2:33:26.6 PM","59.159","31.707"
"157","7/8/2026 2:33:26.7 PM","59.081","31.709"
"158","7/8/2026 2:33:26.8 PM","59.087","31.702"
"159","7/8/2026 2:33:26.9 PM","59.148","31.748"
"160","7/8/2026 2:33:27.0 PM","59.168","31.756"
"161","7/8/2026 2:33:27.1 PM","59.159","31.758"
"162","7/8/2026 2:33:27.2 PM","59.161","31.767"
"163","7/8/2026 2:33:27.3 PM","59.183","31.809"
"164","7/8/2026 2:33:27.4 PM","59.208","31.827"
"165","7/8/2026 2:33:27.5 PM","59.232","31.860"
"166","7/8/2026 2:33:27.6 PM","59.268","31.854"
"167","7/8/2026 2:33:27.7 PM","59.366","31.882"
"168","7/8/2026 2:33:27.8 PM","59.321","31.886"
"169","7/8/2026 2:33:27.9 PM","59.319","31.930"
"170","7/8/2026 2:33:28.0 PM","59.314","31.937"
"171","7/8/2026 2:33:28.1 PM","59.296","31.938"
"172","7/8/2026 2:33:28.2 PM","59.358","31.985"
"173","7/8/2026 2:33:28.3 PM","59.394","31.973"
"174","7/8/2026 2:33:28.4 PM","59.361","32.017"
"175","7/8/2026 2:33:28.5 PM","59.367","32.034"
"176","7/8/2026 2:33:28.6 PM","59.471","32.026"
"177","7/8/2026 2:33:28.7 PM","59.410","32.044"
"178","7/8/2026 2:33:28.8 PM","59.388","32.063"
"179","7/8/2026 2:33:28.9 PM","59.438","32.078"
"180","7/8/2026 2:33:29.0 PM","59.455","32.091"
"181","7/8/2026 2:33:29.1 PM","59.468","32.099"
"182","7/8/2026 2:33:29.2 PM","59.445","32.142"
"183","7/8/2026 2:33:29.3 PM","59.458","32.134"
"184","7/8/2026 2:33:29.4 PM","59.463","32.168"
"185","7/8/2026 2:33:29.5 PM","59.520","32.159"
"186","7/8/2026 2:33:29.6 PM","59.499","32.178"
"187","7/8/2026 2:33:29.7 PM","59.517","32.207"
"188","7/8/2026 2:33:29.8 PM","59.548","32.217"
"189","7/8/2026 2:33:29.9 PM","59.582","32.206"
"190","7/8/2026 2:33:30.0 PM","59.569","32.217"
"191","7/8/2026 2:33:30.1 PM","59.592","32.217"
"192","7/8/2026 2:33:30.2 PM","59.625","32.225"
"193","7/8/2026 2:33:30.3 PM","59.626","32.247"
"194","7/8/2026 2:33:30.4 PM","59.628","32.263"
"195","7/8/2026 2:33:30.5 PM","59.623","32.275"
"196","7/8/2026 2:33:30.6 PM","59.661","32.294"
"197","7/8/2026 2:33:30.7 PM","59.632","32.287"
"198","7/8/2026 2:33:30.8 PM","59.658","32.288"
"199","7/8/2026 2:33:30.9 PM","59.712","32.319"
"200","7/8/2026 2:33:31.0 PM","59.748","32.339"
"201","7/8/2026 2:33:31.1 PM","59.733","32.329"
"202","7/8/2026 2:33:31.2 PM","59.746","32.360"
"203","7/8/2026 2:33:31.3 PM","59.776","32.356"
"204","7/8/2026 2:33:31.4 PM","59.806","32.366"
"205","7/8/2026 2:33:31.5 PM","59.845","32.376"
"206","7/8/2026 2:33:31.6 PM","59.830","32.411"
"207","7/8/2026 2:33:31.7 PM","59.880","32.371"
"208","7/8/2026 2:33:31.8 PM","59.870","32.398"
"209","7/8/2026 2:33:31.9 PM","59.841","32.437"
"210","7/8/2026 2:33:32.0 PM","59.854","32.432"
"211","7/8/2026 2:33:32.1 PM","59.886","32.437"
"212","7/8/2026 2:33:32.2 PM","59.871","32.439"
"213","7/8/2026 2:33:32.3 PM","59.873","32.450"
"214","7/8/2026 2:33:32.4 PM","59.887","32.472"
"215","7/8/2026 2:33:32.5 PM","59.919","32.471"
"216","7/8/2026 2:33:32.6 PM","59.958","32.513"
"217","7/8/2026 2:33:32.7 PM","59.969","32.521"
"218","7/8/2026 2:33:32.8 PM","59.962","32.515"
"219","7/8/2026 2:33:32.9 PM","59.970","32.555"
"220","7/8/2026 2:33:33.0 PM","60.016","32.566"
"221","7/8/2026 2:33:33.1 PM","60.015","32.547"
"222","7/8/2026 2:33:33.2 PM","60.038","32.576"
"223","7/8/2026 2:33:33.3 PM","60.026","32.591"
"224","7/8/2026 2:33:33.4 PM","60.084","32.586"
"225","7/8/2026 2:33:33.5 PM","60.070","32.616"
"226","7/8/2026 2:33:33.6 PM","60.130","32.627"
"227","7/8/2026 2:33:33.7 PM","60.124","32.620"
"228","7/8/2026 2:33:33.8 PM","60.141","32.656"
"229","7/8/2026 2:33:33.9 PM","60.171","32.663"
"230","7/8/2026 2:33:34.0 PM","60.161","32.699"
"231","7/8/2026 2:33:34.1 PM","60.201","32.707"
"232","7/8/2026 2:33:34.2 PM","60.204","32.720"
"233","7/8/2026 2:33:34.3 PM","60.262","32.715"
"234","7/8/2026 2:33:34.4 PM","60.186","32.770"
"235","7/8/2026 2:33:34.5 PM","60.189","32.808"
"236","7/8/2026 2:33:34.6 PM","60.128","32.759"
"237","7/8/2026 2:33:34.7 PM","60.179","32.803"
"238","7/8/2026 2:33:34.8 PM","60.102","32.811"
"239","7/8/2026 2:33:34.9 PM","60.140","32.812"
"240","7/8/2026 2:33:35.0 PM","60.105","32.821"
"241","7/8/2026 2:33:35.1 PM","60.145","32.841"
"242","7/8/2026 2:33:35.2 PM","60.181","32.863"
"243","7/8/2026 2:33:35.3 PM","60.194","32.864"
"244","7/8/2026 2:33:35.4 PM","60.217","32.865"
"245","7/8/2026 2:33:35.5 PM","60.229","32.899"
"246","7/8/2026 2:33:35.6 PM","60.279","32.903"
"247","7/8/2026 2:33:35.7 PM","60.282","32.882"
"248","7/8/2026 2:33:35.8 PM","60.298","32.885"
"249","7/8/2026 2:33:35.9 PM","60.310","32.903"
"250","7/8/2026 2:33:36.0 PM","60.295","32.907"
"251","7/8/2026 2:33:36.1 PM","60.301","32.927"
"252","7/8/2026 2:33:36.2 PM","60.358","32.947"
"253","7/8/2026 2:33:36.3 PM","60.353","32.926"
"254","7/8/2026 2:33:36.4 PM","60.314","32.944"
"255","7/8/2026 2:33:36.5 PM","60.399","32.940"
"256","7/8/2026 2:33:36.6 PM","60.429","32.946"
"257","7/8/2026 2:33:36.7 PM","60.412","32.968"
"258","7/8/2026 2:33:36.8 PM","60.466","32.948"
"259","7/8/2026 2:33:36.9 PM","60.499","32.973"
"260","7/8/2026 2:33:37.0 PM","60.495","32.971"
"261","7/8/2026 2:33:37.1 PM","60.470","32.936"
"262","7/8/2026 2:33:37.2 PM","60.469","32.976"
"263","7/8/2026 2:33:37.3 PM","60.502","32.968"
"264","7/8/2026 2:33:37.4 PM","60.487","32.993"
"265","7/8/2026 2:33:37.5 PM","60.499","32.957"
"266","7/8/2026 2:33:37.6 PM","60.519","32.983"
"267","7/8/2026 2:33:37.7 PM","60.575","32.990"
"268","7/8/2026 2:33:37.8 PM","60.543","33.001"
"269","7/8/2026 2:33:37.9 PM","60.517","33.019"
"270","7/8/2026 2:33:38.0 PM","60.513","33.046"
"271","7/8/2026 2:33:38.1 PM","60.621","33.007"
"272","7/8/2026 2:33:38.2 PM","60.536","33.038"
"273","7/8/2026 2:33:38.3 PM","60.561","33.016"
"274","7/8/2026 2:33:38.4 PM","60.579","33.048"
"275","7/8/2026 2:33:38.5 PM","60.643","33.032"
"276","7/8/2026 2:33:38.6 PM","60.573","33.029"
"277","7/8/2026 2:33:38.7 PM","60.582","33.024"
"278","7/8/2026 2:33:38.8 PM","60.643","33.059"
"279","7/8/2026 2:33:38.9 PM","60.663","33.034"
"280","7/8/2026 2:33:39.0 PM","60.590","33.072"
"281","7/8/2026 2:33:39.1 PM","60.665","33.068"
"282","7/8/2026 2:33:39.2 PM","60.656","33.048"
"283","7/8/2026 2:33:39.3 PM","60.601","33.065"
"284","7/8/2026 2:33:39.4 PM","60.726","33.091"
"285","7/8/2026 2:33:39.5 PM","60.699","33.089"
"286","7/8/2026 2:33:39.6 PM","60.650","33.084"
"287","7/8/2026 2:33:39.7 PM","60.612","33.083"
"288","7/8/2026 2:33:39.8 PM","60.852","33.090"
"289","7/8/2026 2:33:39.9 PM","60.440","33.110"
"290","7/8/2026 2:33:40.0 PM","60.350","33.070"
"291","7/8/2026 2:33:40.1 PM","60.501","33.113"
"292","7/8/2026 2:33:40.2 PM","60.644","33.099"
"293","7/8/2026 2:33:40.3 PM","60.541","33.109"
"294","7/8/2026 2:33:40.4 PM","60.546","33.122"
"295","7/8/2026 2:33:40.5 PM","60.596","33.102"
"296","7/8/2026 2:33:40.6 PM","60.669","33.131"
"297","7/8/2026 2:33:40.7 PM","60.551","33.138"
"298","7/8/2026 2:33:40.8 PM","60.575","33.124"
"299","7/8/2026 2:33:40.9 PM","60.645","33.124"
"300","7/8/2026 2:33:41.0 PM","60.532","33.131"
"301","7/8/2026 2:33:41.1 PM","60.653","33.188"
"302","7/8/2026 2:33:41.2 PM","60.626","33.200"
"303","7/8/2026 2:33:41.3 PM","60.650","33.201"
"304","7/8/2026 2:33:41.4 PM","60.559","33.225"
"305","7/8/2026 2:33:41.5 PM","60.662","33.184"
"306","7/8/2026 2:33:41.6 PM","60.571","33.217"
"307","7/8/2026 2:33:41.7 PM","60.515","33.192"
"308","7/8/2026 2:33:41.8 PM","60.546","33.190"
"309","7/8/2026 2:33:41.9 PM","60.608","33.204"
"310","7/8/2026 2:33:42.0 PM","60.479","33.175"
"311","7/8/2026 2:33:42.1 PM","60.394","33.208"
"312","7/8/2026 2:33:42.2 PM","60.636","33.208"
"313","7/8/2026 2:33:42.3 PM","60.536","33.223"
"314","7/8/2026 2:33:42.4 PM","60.445","33.186"
"315","7/8/2026 2:33:42.5 PM","60.487","33.189"
"316","7/8/2026 2:33:42.6 PM","60.685","33.188"
"317","7/8/2026 2:33:42.7 PM","60.497","33.212"
"318","7/8/2026 2:33:42.8 PM","60.572","33.192"
"319","7/8/2026 2:33:42.9 PM","60.605","33.178"
"320","7/8/2026 2:33:43.0 PM","60.712","33.177"
"321","7/8/2026 2:33:43.1 PM","60.702","33.160"
"322","7/8/2026 2:33:43.2 PM","60.724","33.163"
"323","7/8/2026 2:33:43.3 PM","60.758","33.157"
"324","7/8/2026 2:33:43.4 PM","60.707","33.149"
"325","7/8/2026 2:33:43.5 PM","60.932","33.181"
"326","7/8/2026 2:33:43.6 PM","60.826","33.170"
"327","7/8/2026 2:33:43.7 PM","60.853","33.160"
"328","7/8/2026 2:33:43.8 PM","60.817","33.171"
"329","7/8/2026 2:33:43.9 PM","61.163","33.146"
"330","7/8/2026 2:33:44.0 PM","61.002","33.157"
"331","7/8/2026 2:33:44.1 PM","60.965","33.143"
"332","7/8/2026 2:33:44.2 PM","61.262","33.120"
"333","7/8/2026 2:33:44.3 PM","61.385","33.168"
"334","7/8/2026 2:33:44.4 PM","61.207","33.173"
"335","7/8/2026 2:33:44.5 PM","61.206","33.141"
"336","7/8/2026 2:33:44.6 PM","61.563","33.118"
"337","7/8/2026 2:33:44.7 PM","61.620","33.136"
"338","7/8/2026 2:33:44.8 PM","61.767","33.125"
"339","7/8/2026 2:33:44.9 PM","61.818","33.094"
"340","7/8/2026 2:33:45.0 PM","62.178","33.081"
"341","7/8/2026 2:33:45.1 PM","62.315","33.078"
"342","7/8/2026 2:33:45.2 PM","62.487","33.085"
"343","7/8/2026 2:33:45.3 PM","62.648","33.076"
"344","7/8/2026 2:33:45.4 PM","62.837","33.023"
"345","7/8/2026 2:33:45.5 PM","63.195","33.016"
"346","7/8/2026 2:33:45.6 PM","63.288","32.991"
"347","7/8/2026 2:33:45.7 PM","63.427","33.010"
"348","7/8/2026 2:33:45.8 PM","63.664","32.981"
"349","7/8/2026 2:33:45.9 PM","64.295","32.949"
"350","7/8/2026 2:33:46.0 PM","64.364","32.939"
"351","7/8/2026 2:33:46.1 PM","64.614","32.922"
"352","7/8/2026 2:33:46.2 PM","64.967","32.924"
"353","7/8/2026 2:33:46.3 PM","65.433","32.896"
"354","7/8/2026 2:33:46.4 PM","65.609","32.897"
"355","7/8/2026 2:33:46.5 PM","65.803","32.901"
"356","7/8/2026 2:33:46.6 PM","66.209","32.898"
"357","7/8/2026 2:33:46.7 PM","66.504","32.895"
"358","7/8/2026 2:33:46.8 PM","66.780","32.886"
"359","7/8/2026 2:33:46.9 PM","66.689","32.848"
"360","7/8/2026 2:33:47.0 PM","67.096","32.881"
"361","7/8/2026 2:33:47.1 PM","67.375","32.865"
"362","7/8/2026 2:33:47.2 PM","67.650","32.877"
"363","7/8/2026 2:33:47.3 PM","67.586","32.895"
"364","7/8/2026 2:33:47.4 PM","67.754","32.864"
"365","7/8/2026 2:33:47.5 PM","68.076","32.887"
"366","7/8/2026 2:33:47.6 PM","68.199","32.906"
"367","7/8/2026 2:33:47.7 PM","68.371","32.892"
"368","7/8/2026 2:33:47.8 PM","68.413","32.857"
"369","7/8/2026 2:33:47.9 PM","68.805","32.860"
"370","7/8/2026 2:33:48.0 PM","68.784","32.848"
"371","7/8/2026 2:33:48.1 PM","68.842","32.879"
"372","7/8/2026 2:33:48.2 PM","68.740","32.831"
"373","7/8/2026 2:33:48.3 PM","69.080","32.830"
"374","7/8/2026 2:33:48.4 PM","69.239","32.838"
"375","7/8/2026 2:33:48.5 PM","69.194","32.833"
"376","7/8/2026 2:33:48.6 PM","69.289","32.844"
"377","7/8/2026 2:33:48.7 PM","69.037","32.818"
"378","7/8/2026 2:33:48.8 PM","68.340","32.793"
"379","7/8/2026 2:33:48.9 PM","68.785","32.821"
"380","7/8/2026 2:33:49.0 PM","69.209","32.792"
"381","7/8/2026 2:33:49.1 PM","69.728","32.817"
"382","7/8/2026 2:33:49.2 PM","70.108","32.819"
"383","7/8/2026 2:33:49.3 PM","70.055","32.832"
"384","7/8/2026 2:33:49.4 PM","70.217","32.837"
"385","7/8/2026 2:33:49.5 PM","70.245","32.860"
"386","7/8/2026 2:33:49.6 PM","70.453","32.863"
"387","7/8/2026 2:33:49.7 PM","70.414","32.868"
"388","7/8/2026 2:33:49.8 PM","70.096","32.850"
"389","7/8/2026 2:33:49.9 PM","69.697","32.865"
"390","7/8/2026 2:33:50.0 PM","70.619","32.881"
"391","7/8/2026 2:33:50.1 PM","71.680","32.847"
"392","7/8/2026 2:33:50.2 PM","71.552","32.870"
"393","7/8/2026 2:33:50.3 PM","72.339","32.888"
"394","7/8/2026 2:33:50.4 PM","72.696","32.887"
"395","7/8/2026 2:33:50.5 PM","72.281","32.863"
"396","7/8/2026 2:33:50.6 PM","72.808","32.881"
"397","7/8/2026 2:33:50.7 PM","73.623","32.921"
"398","7/8/2026 2:33:50.8 PM","73.841","32.918"
"399","7/8/2026 2:33:50.9 PM","73.793","32.918"
"400","7/8/2026 2:33:51.0 PM","73.532","32.912"
"401","7/8/2026 2:33:51.1 PM","74.391","32.948"
"402","7/8/2026 2:33:51.2 PM","74.939","32.942"
"403","7/8/2026 2:33:51.3 PM","74.593","32.964"
"404","7/8/2026 2:33:51.4 PM","74.204","32.961"
"405","7/8/2026 2:33:51.5 PM","74.916","32.982"
"406","7/8/2026 2:33:51.6 PM","75.225","32.952"
"407","7/8/2026 2:33:51.7 PM","74.052","32.976"
"408","7/8/2026 2:33:51.8 PM","74.257","32.959"
"409","7/8/2026 2:33:51.9 PM","74.487","32.945"
"410","7/8/2026 2:33:52.0 PM","74.962","32.969"
"411","7/8/2026 2:33:52.1 PM","74.829","32.983"
"412","7/8/2026 2:33:52.2 PM","73.594","32.991"
"413","7/8/2026 2:33:52.3 PM","74.834","32.995"
"414","7/8/2026 2:33:52.4 PM","74.565","33.005"
"415","7/8/2026 2:33:52.5 PM","74.964","33.026"
"416","7/8/2026 2:33:52.6 PM","74.928","33.021"
"417","7/8/2026 2:33:52.7 PM","75.330","33.039"
"418","7/8/2026 2:33:52.8 PM","75.567","33.058"
"419","7/8/2026 2:33:52.9 PM","75.291","33.047"
"420","7/8/2026 2:33:53.0 PM","74.924","33.030"
"421","7/8/2026 2:33:53.1 PM","74.711","33.079"
"422","7/8/2026 2:33:53.2 PM","73.777","33.045"
"423","7/8/2026 2:33:53.3 PM","74.864","33.107"
"424","7/8/2026 2:33:53.4 PM","75.300","33.078"
"425","7/8/2026 2:33:53.5 PM","74.993","33.084"
"426","7/8/2026 2:33:53.6 PM","75.515","33.118"
"427","7/8/2026 2:33:53.7 PM","75.551","33.105"
"428","7/8/2026 2:33:53.8 PM","74.756","33.066"
"429","7/8/2026 2:33:53.9 PM","75.388","33.105"
"430","7/8/2026 2:33:54.0 PM","75.667","33.117"
"431","7/8/2026 2:33:54.1 PM","75.044","33.137"
"432","7/8/2026 2:33:54.2 PM","75.231","33.124"
"433","7/8/2026 2:33:54.3 PM","75.622","33.118"
"434","7/8/2026 2:33:54.4 PM","76.234","33.114"
"435","7/8/2026 2:33:54.5 PM","75.650","33.145"
"436","7/8/2026 2:33:54.6 PM","75.568","33.145"
"437","7/8/2026 2:33:54.7 PM","76.323","33.165"
"438","7/8/2026 2:33:54.8 PM","76.177","33.127"
"439","7/8/2026 2:33:54.9 PM","76.397","33.140"
"440","7/8/2026 2:33:55.0 PM","76.428","33.122"
"441","7/8/2026 2:33:55.1 PM","76.153","33.124"
"442","7/8/2026 2:33:55.2 PM","76.273","33.153"
"443","7/8/2026 2:33:55.3 PM","75.945","33.154"
"444","7/8/2026 2:33:55.4 PM","75.229","33.160"
"445","7/8/2026 2:33:55.5 PM","75.144","33.158"
"446","7/8/2026 2:33:55.6 PM","76.328","33.174"
"447","7/8/2026 2:33:55.7 PM","76.412","33.217"
"448","7/8/2026 2:33:55.8 PM","76.120","33.174"
"449","7/8/2026 2:33:55.9 PM","76.015","33.176"
"450","7/8/2026 2:33:56.0 PM","76.018","33.196"
"451","7/8/2026 2:33:56.1 PM","76.459","33.216"
"452","7/8/2026 2:33:56.2 PM","76.131","33.187"
"453","7/8/2026 2:33:56.3 PM","76.174","33.210"
"454","7/8/2026 2:33:56.4 PM","75.148","33.217"
"455","7/8/2026 2:33:56.5 PM","75.840","33.223"
"456","7/8/2026 2:33:56.6 PM","75.397","33.232"
"457","7/8/2026 2:33:56.7 PM","75.681","33.239"
