"Device: USB-2408-2AO"
"Serial Number: 2060DB1"
"Channel Count: 1"
"Sample Count: 5579"
"Start Time: 7/6/2026 2:44:41.193 PM"
"Scan Rate: 152.438995361328"
"Sample","Time (s)","AI0 (°C)"
"82","0.538","28.925"
"83","0.544","30.271"
"84","0.551","28.928"
"85","0.558","29.389"
"86","0.564","29.689"
"87","0.571","28.889"
"88","0.577","30.219"
"89","0.584","29.257"
"90","0.590","29.334"
"91","0.597","29.758"
"92","0.604","28.769"
"93","0.610","30.251"
"94","0.617","29.369"
"95","0.623","29.183"
"96","0.630","29.761"
"97","0.636","28.642"
"98","0.643","30.011"
"99","0.649","29.436"
"100","0.656","29.147"
"101","0.663","29.876"
"102","0.669","28.646"
"103","0.676","29.658"
"104","0.682","29.486"
"105","0.689","29.117"
"106","0.695","30.017"
"107","0.702","28.574"
"108","0.708","29.511"
"109","0.715","29.590"
"110","0.722","29.011"
"111","0.728","30.143"
"112","0.735","28.781"
"113","0.741","29.473"
"114","0.748","29.713"
"115","0.754","28.934"
"116","0.761","30.252"
"117","0.768","29.106"
"118","0.774","29.337"
"119","0.781","29.707"
"120","0.787","28.888"
"121","0.794","30.233"
"122","0.800","29.300"
"123","0.807","29.328"
"124","0.813","29.734"
"125","0.820","28.743"
"126","0.827","30.190"
"127","0.833","29.398"
"128","0.840","29.255"
"129","0.846","29.829"
"130","0.853","28.628"
"131","0.859","29.891"
"132","0.866","29.486"
"133","0.872","29.148"
"134","0.879","29.908"
"135","0.886","28.671"
"136","0.892","29.583"
"137","0.899","29.472"
"138","0.905","29.102"
"139","0.912","30.077"
"140","0.918","28.778"
"141","0.925","29.501"
"142","0.932","29.591"
"143","0.938","28.998"
"144","0.945","30.151"
"145","0.951","28.905"
"146","0.958","29.399"
"147","0.964","29.680"
"148","0.971","28.906"
"149","0.977","30.201"
"150","0.984","29.295"
"151","0.991","29.398"
"152","0.997","29.688"
"153","1.004","28.844"
"154","1.010","30.215"
"155","1.017","29.343"
"156","1.023","29.331"
"157","1.030","29.808"
"158","1.036","28.701"
"159","1.043","30.075"
"160","1.050","29.428"
"161","1.056","29.197"
"162","1.063","29.966"
"163","1.069","28.635"
"164","1.076","29.706"
"165","1.082","29.483"
"166","1.089","29.121"
"167","1.096","29.940"
"168","1.102","28.687"
"169","1.109","29.562"
"170","1.115","29.566"
"171","1.122","29.074"
"172","1.128","30.107"
"173","1.135","28.780"
"174","1.141","29.460"
"175","1.148","29.576"
"176","1.155","28.968"
"177","1.161","30.145"
"178","1.168","29.033"
"179","1.174","29.387"
"180","1.181","29.743"
"181","1.187","28.898"
"182","1.194","30.186"
"183","1.200","29.283"
"184","1.207","29.375"
"185","1.214","29.824"
"186","1.220","28.762"
"187","1.227","30.150"
"188","1.233","29.366"
"189","1.240","29.235"
"190","1.246","29.853"
"191","1.253","28.701"
"192","1.260","29.948"
"193","1.266","29.431"
"194","1.273","29.096"
"195","1.279","29.875"
"196","1.286","28.722"
"197","1.292","29.561"
"198","1.299","29.435"
"199","1.305","29.069"
"200","1.312","29.986"
"201","1.319","28.675"
"202","1.325","29.486"
"203","1.332","29.563"
"204","1.338","28.979"
"205","1.345","30.113"
"206","1.351","28.829"
"207","1.358","29.412"
"208","1.364","29.720"
"209","1.371","28.863"
"210","1.378","30.165"
"211","1.384","29.120"
"212","1.391","29.374"
"213","1.397","29.739"
"214","1.404","28.881"
"215","1.410","30.202"
"216","1.417","29.298"
"217","1.424","29.286"
"218","1.430","29.789"
"219","1.437","28.783"
"220","1.443","30.082"
"221","1.450","29.320"
"222","1.456","29.139"
"223","1.463","29.805"
"224","1.469","28.648"
"225","1.476","29.823"
"226","1.483","29.468"
"227","1.489","29.082"
"228","1.496","29.902"
"229","1.502","28.707"
"230","1.509","29.509"
"231","1.515","29.458"
"232","1.522","29.000"
"233","1.528","30.015"
"234","1.535","28.661"
"235","1.542","29.515"
"236","1.548","29.588"
"237","1.555","28.966"
"238","1.561","30.172"
"239","1.568","28.906"
"240","1.574","29.398"
"241","1.581","29.754"
"242","1.588","28.972"
"243","1.594","30.156"
"244","1.601","29.265"
"245","1.607","29.345"
"246","1.614","29.738"
"247","1.620","28.856"
"248","1.627","30.164"
"249","1.633","29.358"
"250","1.640","29.285"
"251","1.647","29.807"
"252","1.653","28.724"
"253","1.660","30.075"
"254","1.666","29.358"
"255","1.673","29.140"
"256","1.679","29.854"
"257","1.686","28.735"
"258","1.692","29.704"
"259","1.699","29.477"
"260","1.706","29.089"
"261","1.712","29.926"
"262","1.719","28.690"
"263","1.725","29.534"
"264","1.732","29.571"
"265","1.738","29.020"
"266","1.745","30.085"
"267","1.752","28.742"
"268","1.758","29.523"
"269","1.765","29.663"
"270","1.771","28.947"
"271","1.778","30.183"
"272","1.784","29.048"
"273","1.791","29.417"
"274","1.797","29.750"
"275","1.804","28.883"
"276","1.811","30.183"
"277","1.817","29.225"
"278","1.824","29.304"
"279","1.830","29.759"
"280","1.837","28.781"
"281","1.843","30.160"
"282","1.850","29.337"
"283","1.856","29.170"
"284","1.863","29.818"
"285","1.870","28.647"
"286","1.876","29.964"
"287","1.883","29.449"
"288","1.889","29.036"
"289","1.896","29.864"
"290","1.902","28.644"
"291","1.909","29.562"
"292","1.916","29.471"
"293","1.922","29.062"
"294","1.929","29.972"
"295","1.935","28.675"
"296","1.942","29.473"
"297","1.948","29.570"
"298","1.955","29.006"
"299","1.961","30.081"
"300","1.968","28.786"
"301","1.975","29.428"
"302","1.981","29.676"
"303","1.988","28.918"
"304","1.994","30.185"
"305","2.001","29.176"
"306","2.007","29.379"
"307","2.014","29.763"
"308","2.020","28.866"
"309","2.027","30.205"
"310","2.034","29.282"
"311","2.040","29.231"
"312","2.047","29.762"
"313","2.053","28.722"
"314","2.060","30.098"
"315","2.066","29.394"
"316","2.073","29.150"
"317","2.080","29.869"
"318","2.086","28.653"
"319","2.093","29.785"
"320","2.099","29.496"
"321","2.106","29.215"
"322","2.112","29.858"
"323","2.119","28.692"
"324","2.125","29.560"
"325","2.132","29.547"
"326","2.139","29.054"
"327","2.145","30.059"
"328","2.152","28.750"
"329","2.158","29.467"
"330","2.165","29.629"
"331","2.171","29.015"
"332","2.178","30.210"
"333","2.184","28.891"
"334","2.191","29.319"
"335","2.198","29.728"
"336","2.204","28.855"
"337","2.211","30.181"
"338","2.217","29.246"
"339","2.224","29.309"
"340","2.230","29.727"
"341","2.237","28.835"
"342","2.244","30.163"
"343","2.250","29.394"
"344","2.257","29.274"
"345","2.263","29.766"
"346","2.270","28.686"
"347","2.276","29.971"
"348","2.283","29.428"
"349","2.289","29.142"
"350","2.296","29.860"
"351","2.303","28.654"
"352","2.309","29.649"
"353","2.316","29.439"
"354","2.322","29.111"
"355","2.329","29.991"
"356","2.335","28.654"
"357","2.342","29.481"
"358","2.348","29.541"
"359","2.355","28.993"
"360","2.362","30.095"
"361","2.368","28.742"
"362","2.375","29.412"
"363","2.381","29.628"
"364","2.388","28.924"
"365","2.394","30.202"
"366","2.401","29.084"
"367","2.408","29.304"
"368","2.414","29.638"
"369","2.421","28.874"
"370","2.427","30.143"
"371","2.434","29.293"
"372","2.440","29.351"
"373","2.447","29.754"
"374","2.453","28.781"
"375","2.460","30.130"
"376","2.467","29.341"
"377","2.473","29.219"
"378","2.480","29.838"
"379","2.486","28.625"
"380","2.493","29.866"
"381","2.499","29.420"
"382","2.506","29.090"
"383","2.512","29.860"
"384","2.519","28.657"
"385","2.526","29.597"
"386","2.532","29.491"
"387","2.539","29.076"
"388","2.545","30.015"
"389","2.552","28.625"
"390","2.558","29.442"
"391","2.565","29.568"
"392","2.572","28.923"
"393","2.578","30.111"
"394","2.585","28.881"
"395","2.591","29.416"
"396","2.598","29.707"
"397","2.604","28.917"
"398","2.611","30.168"
"399","2.617","29.211"
"400","2.624","29.374"
"401","2.631","29.687"
"402","2.637","28.836"
"403","2.644","30.153"
"404","2.650","29.326"
"405","2.657","29.294"
"406","2.663","29.751"
"407","2.670","28.710"
"408","2.676","30.101"
"409","2.683","29.363"
"410","2.690","29.139"
"411","2.696","29.885"
"412","2.703","28.663"
"413","2.709","29.698"
"414","2.716","29.460"
"415","2.722","29.066"
"416","2.729","29.892"
"417","2.736","28.673"
"418","2.742","29.555"
"419","2.749","29.501"
"420","2.755","29.020"
"421","2.762","30.034"
"422","2.768","28.734"
"423","2.775","29.502"
"424","2.781","29.535"
"425","2.788","28.916"
"426","2.795","30.149"
"427","2.801","28.986"
"428","2.808","29.336"
"429","2.814","29.696"
"430","2.821","28.894"
"431","2.827","30.139"
"432","2.834","29.246"
"433","2.840","29.365"
"434","2.847","29.749"
"435","2.854","28.749"
"436","2.860","30.095"
"437","2.867","29.311"
"438","2.873","29.268"
"439","2.880","29.804"
"440","2.886","28.698"
"441","2.893","29.980"
"442","2.900","29.347"
"443","2.906","29.129"
"444","2.913","29.826"
"445","2.919","28.691"
"446","2.926","29.611"
"447","2.932","29.387"
"448","2.939","29.088"
"449","2.945","29.947"
"450","2.952","28.678"
"451","2.959","29.481"
"452","2.965","29.498"
"453","2.972","29.009"
"454","2.978","30.121"
"455","2.985","28.757"
"456","2.991","29.490"
"457","2.998","29.706"
"458","3.004","28.882"
"459","3.011","30.169"
"460","3.018","29.093"
"461","3.024","29.383"
"462","3.031","29.734"
"463","3.037","28.880"
"464","3.044","30.130"
"465","3.050","29.328"
"466","3.057","29.302"
"467","3.064","29.779"
"468","3.070","28.844"
"469","3.077","30.105"
"470","3.083","29.276"
"471","3.090","29.178"
"472","3.096","29.810"
"473","3.103","28.680"
"474","3.109","29.861"
"475","3.116","29.431"
"476","3.123","29.098"
"477","3.129","29.898"
"478","3.136","28.672"
"479","3.142","29.611"
"480","3.149","29.554"
"481","3.155","28.984"
"482","3.162","29.987"
"483","3.168","28.676"
"484","3.175","29.449"
"485","3.182","29.574"
"486","3.188","28.961"
"487","3.195","30.122"
"488","3.201","28.867"
"489","3.208","29.403"
"490","3.214","29.696"
"491","3.221","28.933"
"492","3.228","30.116"
"493","3.234","29.195"
"494","3.241","29.336"
"495","3.247","29.678"
"496","3.254","28.830"
"497","3.260","30.135"
"498","3.267","29.314"
"499","3.273","29.266"
"500","3.280","29.779"
"501","3.287","28.832"
"502","3.293","30.170"
"503","3.300","29.407"
"504","3.306","29.191"
"505","3.313","29.930"
"506","3.319","28.735"
"507","3.326","29.872"
"508","3.332","29.543"
"509","3.339","29.183"
"510","3.346","29.986"
"511","3.352","28.784"
"512","3.359","29.641"
"513","3.365","29.677"
"514","3.372","29.166"
"515","3.378","30.026"
"516","3.385","28.774"
"517","3.392","29.613"
"518","3.398","29.806"
"519","3.405","29.076"
"520","3.411","30.266"
"521","3.418","29.087"
"522","3.424","29.523"
"523","3.431","29.863"
"524","3.437","29.089"
"525","3.444","30.328"
"526","3.451","29.389"
"527","3.457","29.504"
"528","3.464","29.942"
"529","3.470","29.024"
"530","3.477","30.345"
"531","3.483","29.524"
"532","3.490","29.452"
"533","3.496","29.961"
"534","3.503","28.951"
"535","3.510","30.267"
"536","3.516","29.668"
"537","3.523","29.313"
"538","3.529","30.064"
"539","3.536","28.914"
"540","3.542","29.912"
"541","3.549","29.719"
"542","3.556","29.307"
"543","3.562","30.134"
"544","3.569","28.959"
"545","3.575","29.732"
"546","3.582","29.809"
"547","3.588","29.283"
"548","3.595","30.310"
"549","3.601","28.946"
"550","3.608","29.711"
"551","3.615","29.938"
"552","3.621","29.215"
"553","3.628","30.418"
"554","3.634","29.367"
"555","3.641","29.661"
"556","3.647","30.055"
"557","3.654","29.211"
"558","3.660","30.533"
"559","3.667","29.722"
"560","3.674","29.577"
"561","3.680","30.100"
"562","3.687","29.150"
"563","3.693","30.483"
"564","3.700","29.725"
"565","3.706","29.558"
"566","3.713","30.199"
"567","3.720","29.065"
"568","3.726","30.300"
"569","3.733","29.881"
"570","3.739","29.526"
"571","3.746","30.271"
"572","3.752","29.018"
"573","3.759","29.964"
"574","3.765","29.900"
"575","3.772","29.444"
"576","3.779","30.349"
"577","3.785","29.129"
"578","3.792","29.889"
"579","3.798","29.991"
"580","3.805","29.403"
"581","3.811","30.587"
"582","3.818","29.254"
"583","3.824","29.750"
"584","3.831","30.116"
"585","3.838","29.395"
"586","3.844","30.569"
"587","3.851","29.678"
"588","3.857","29.803"
"589","3.864","30.200"
"590","3.870","29.336"
"591","3.877","30.605"
"592","3.884","29.894"
"593","3.890","29.869"
"594","3.897","30.276"
"595","3.903","29.312"
"596","3.910","30.615"
"597","3.916","29.948"
"598","3.923","29.714"
"599","3.929","30.396"
"600","3.936","29.236"
"601","3.943","30.317"
"602","3.949","30.014"
"603","3.956","29.676"
"604","3.962","30.519"
"605","3.969","29.220"
"606","3.975","30.053"
"607","3.982","30.063"
"608","3.988","29.598"
"609","3.995","30.529"
"610","4.002","29.264"
"611","4.008","30.035"
"612","4.015","30.195"
"613","4.021","29.516"
"614","4.028","30.702"
"615","4.034","29.605"
"616","4.041","29.993"
"617","4.048","30.256"
"618","4.054","29.525"
"619","4.061","30.763"
"620","4.067","29.877"
"621","4.074","29.949"
"622","4.080","30.351"
"623","4.087","29.456"
"624","4.093","30.775"
"625","4.100","29.927"
"626","4.107","29.878"
"627","4.113","30.498"
"628","4.120","29.302"
"629","4.126","30.555"
"630","4.133","29.985"
"631","4.139","29.685"
"632","4.146","30.413"
"633","4.152","29.266"
"634","4.159","30.240"
"635","4.166","30.062"
"636","4.172","29.664"
"637","4.179","30.512"
"638","4.185","29.337"
"639","4.192","29.980"
"640","4.198","30.059"
"641","4.205","29.572"
"642","4.212","30.607"
"643","4.218","29.327"
"644","4.225","30.036"
"645","4.231","30.238"
"646","4.238","29.504"
"647","4.244","30.720"
"648","4.251","29.676"
"649","4.257","30.032"
"650","4.264","30.333"
"651","4.271","29.415"
"652","4.277","30.726"
"653","4.284","29.896"
"654","4.290","29.954"
"655","4.297","30.382"
"656","4.303","29.458"
"657","4.310","30.784"
"658","4.316","29.982"
"659","4.323","29.816"
"660","4.330","30.487"
"661","4.336","29.366"
"662","4.343","30.443"
"663","4.349","30.040"
"664","4.356","29.722"
"665","4.362","30.432"
"666","4.369","29.286"
"667","4.376","30.115"
"668","4.382","30.100"
"669","4.389","29.665"
"670","4.395","30.579"
"671","4.402","29.324"
"672","4.408","30.148"
"673","4.415","30.184"
"674","4.421","29.570"
"675","4.428","30.706"
"676","4.435","29.486"
"677","4.441","30.070"
"678","4.448","30.343"
"679","4.454","29.578"
"680","4.461","30.787"
"681","4.467","29.793"
"682","4.474","30.031"
"683","4.480","30.408"
"684","4.487","29.572"
"685","4.494","30.752"
"686","4.500","30.035"
"687","4.507","30.015"
"688","4.513","30.491"
"689","4.520","29.498"
"690","4.526","30.896"
"691","4.533","30.113"
"692","4.540","29.892"
"693","4.546","30.626"
"694","4.553","29.524"
"695","4.559","30.684"
"696","4.566","30.245"
"697","4.572","29.927"
"698","4.579","30.706"
"699","4.585","29.591"
"700","4.592","30.459"
"701","4.599","30.452"
"702","4.605","29.975"
"703","4.612","30.933"
"704","4.618","29.624"
"705","4.625","30.472"
"706","4.631","30.626"
"707","4.638","29.957"
"708","4.644","31.077"
"709","4.651","29.945"
"710","4.658","30.450"
"711","4.664","30.748"
"712","4.671","29.982"
"713","4.677","31.254"
"714","4.684","30.366"
"715","4.690","30.430"
"716","4.697","30.875"
"717","4.704","30.037"
"718","4.710","31.257"
"719","4.717","30.424"
"720","4.723","30.401"
"721","4.730","30.959"
"722","4.736","29.925"
"723","4.743","31.221"
"724","4.749","30.574"
"725","4.756","30.335"
"726","4.763","31.058"
"727","4.769","29.876"
"728","4.776","30.968"
"729","4.782","30.760"
"730","4.789","30.330"
"731","4.795","31.119"
"732","4.802","29.952"
"733","4.808","30.763"
"734","4.815","30.818"
"735","4.822","30.269"
"736","4.828","31.293"
"737","4.835","29.994"
"738","4.841","30.710"
"739","4.848","30.951"
"740","4.854","30.282"
"741","4.861","31.406"
"742","4.868","30.263"
"743","4.874","30.695"
"744","4.881","31.078"
"745","4.887","30.202"
"746","4.894","31.524"
"747","4.900","30.676"
"748","4.907","30.700"
"749","4.913","31.147"
"750","4.920","30.225"
"751","4.927","31.634"
"752","4.933","30.800"
"753","4.940","30.593"
"754","4.946","31.284"
"755","4.953","30.184"
"756","4.959","31.419"
"757","4.966","30.917"
"758","4.972","30.581"
"759","4.979","31.326"
"760","4.986","30.145"
"761","4.992","31.036"
"762","4.999","31.004"
"763","5.005","30.609"
"764","5.012","31.390"
"765","5.018","30.174"
"766","5.025","31.015"
"767","5.032","31.057"
"768","5.038","30.518"
"769","5.045","31.580"
"770","5.051","30.353"
"771","5.058","30.911"
"772","5.064","31.200"
"773","5.071","30.499"
"774","5.077","31.723"
"775","5.084","30.668"
"776","5.091","30.828"
"777","5.097","31.241"
"778","5.104","30.412"
"779","5.110","31.681"
"780","5.117","30.845"
"781","5.123","30.830"
"782","5.130","31.299"
"783","5.136","30.364"
"784","5.143","31.669"
"785","5.150","30.972"
"786","5.156","30.724"
"787","5.163","31.314"
"788","5.169","30.242"
"789","5.176","31.332"
"790","5.182","31.008"
"791","5.189","30.727"
"792","5.196","31.466"
"793","5.202","30.347"
"794","5.209","31.217"
"795","5.215","31.254"
"796","5.222","30.896"
"797","5.228","31.837"
"798","5.235","30.536"
"799","5.241","31.447"
"800","5.248","31.657"
"801","5.255","31.040"
"802","5.261","32.260"
"803","5.268","31.142"
"804","5.274","31.721"
"805","5.281","32.062"
"806","5.287","31.284"
"807","5.294","32.539"
"808","5.300","31.729"
"809","5.307","31.751"
"810","5.314","32.107"
"811","5.320","31.241"
"812","5.327","32.474"
"813","5.333","31.722"
"814","5.340","31.579"
"815","5.346","32.152"
"816","5.353","31.114"
"817","5.360","32.281"
"818","5.366","31.732"
"819","5.373","31.470"
"820","5.379","32.092"
"821","5.386","30.935"
"822","5.392","31.911"
"823","5.399","31.722"
"824","5.405","31.334"
"825","5.412","32.133"
"826","5.419","30.960"
"827","5.425","31.745"
"828","5.432","31.797"
"829","5.438","31.246"
"830","5.445","32.269"
"831","5.451","31.061"
"832","5.458","31.599"
"833","5.464","31.882"
"834","5.471","31.162"
"835","5.478","32.323"
"836","5.484","31.278"
"837","5.491","31.550"
"838","5.497","31.915"
"839","5.504","31.088"
"840","5.510","32.305"
"841","5.517","31.553"
"842","5.524","31.563"
"843","5.530","31.877"
"844","5.537","30.945"
"845","5.543","32.307"
"846","5.550","31.571"
"847","5.556","31.387"
"848","5.563","32.060"
"849","5.569","30.969"
"850","5.576","32.102"
"851","5.583","31.664"
"852","5.589","31.342"
"853","5.596","32.135"
"854","5.602","30.911"
"855","5.609","31.702"
"856","5.615","31.749"
"857","5.622","31.318"
"858","5.628","32.144"
"859","5.635","31.010"
"860","5.642","31.768"
"861","5.648","31.844"
"862","5.655","31.295"
"863","5.661","32.323"
"864","5.668","31.239"
"865","5.674","31.779"
"866","5.681","31.965"
"867","5.688","31.256"
"868","5.694","32.424"
"869","5.701","31.525"
"870","5.707","31.691"
"871","5.714","32.068"
"872","5.720","31.245"
"873","5.727","32.451"
"874","5.733","31.740"
"875","5.740","31.701"
"876","5.747","32.213"
"877","5.753","31.159"
"878","5.760","32.377"
"879","5.766","31.802"
"880","5.773","31.590"
"881","5.779","32.265"
"882","5.786","31.211"
"883","5.792","32.299"
"884","5.799","31.984"
"885","5.806","31.638"
"886","5.812","32.412"
"887","5.819","31.320"
"888","5.825","32.090"
"889","5.832","31.972"
"890","5.838","31.644"
"891","5.845","32.547"
"892","5.852","31.347"
"893","5.858","32.061"
"894","5.865","32.260"
"895","5.871","31.645"
"896","5.878","32.777"
"897","5.884","31.691"
"898","5.891","32.245"
"899","5.897","32.586"
"900","5.904","31.734"
"901","5.911","32.982"
"902","5.917","32.195"
"903","5.924","32.302"
"904","5.930","32.710"
"905","5.937","31.937"
"906","5.943","33.263"
"907","5.950","32.568"
"908","5.956","32.558"
"909","5.963","33.208"
"910","5.970","32.280"
"911","5.976","33.426"
"912","5.983","32.939"
"913","5.989","32.806"
"914","5.996","33.535"
"915","6.002","32.530"
"916","6.009","33.550"
"917","6.016","33.402"
"918","6.022","33.093"
"919","6.029","34.044"
"920","6.035","32.897"
"921","6.042","33.776"
"922","6.048","33.803"
"923","6.055","33.236"
"924","6.061","34.367"
"925","6.068","33.253"
"926","6.075","33.928"
"927","6.081","34.267"
"928","6.088","33.544"
"929","6.094","34.763"
"930","6.101","33.830"
"931","6.107","34.274"
"932","6.114","34.699"
"933","6.120","33.949"
"934","6.127","35.109"
"935","6.134","34.398"
"936","6.140","34.436"
"937","6.147","34.959"
"938","6.153","34.094"
"939","6.160","35.390"
"940","6.166","34.681"
"941","6.173","34.536"
"942","6.180","35.173"
"943","6.186","34.340"
"944","6.193","35.442"
"945","6.199","34.979"
"946","6.206","34.643"
"947","6.212","35.423"
"948","6.219","34.324"
"949","6.225","35.146"
"950","6.232","35.086"
"951","6.239","34.707"
"952","6.245","35.587"
"953","6.252","34.456"
"954","6.258","35.150"
"955","6.265","35.331"
"956","6.271","34.718"
"957","6.278","35.707"
"958","6.284","34.736"
"959","6.291","35.309"
"960","6.298","35.565"
"961","6.304","34.855"
"962","6.311","35.978"
"963","6.317","35.035"
"964","6.324","35.278"
"965","6.330","35.639"
"966","6.337","34.903"
"967","6.344","36.092"
"968","6.350","35.237"
"969","6.357","35.230"
"970","6.363","35.763"
"971","6.370","34.796"
"972","6.376","36.068"
"973","6.383","35.413"
"974","6.389","35.216"
"975","6.396","35.876"
"976","6.403","34.850"
"977","6.409","35.969"
"978","6.416","35.706"
"979","6.422","35.265"
"980","6.429","36.137"
"981","6.435","35.022"
"982","6.442","35.815"
"983","6.448","35.805"
"984","6.455","35.385"
"985","6.462","36.297"
"986","6.468","35.058"
"987","6.475","35.822"
"988","6.481","36.019"
"989","6.488","35.495"
"990","6.494","36.640"
"991","6.501","35.522"
"992","6.508","36.064"
"993","6.514","36.471"
"994","6.521","35.743"
"995","6.527","36.804"
"996","6.534","36.063"
"997","6.540","36.165"
"998","6.547","36.520"
"999","6.553","35.750"
"1000","6.560","37.008"
"1001","6.567","36.266"
"1002","6.573","36.139"
"1003","6.580","36.712"
"1004","6.586","35.866"
"1005","6.593","37.029"
"1006","6.599","36.529"
"1007","6.606","36.393"
"1008","6.612","37.095"
"1009","6.619","36.099"
"1010","6.626","37.189"
"1011","6.632","36.942"
"1012","6.639","36.590"
"1013","6.645","37.488"
"1014","6.652","36.282"
"1015","6.658","37.045"
"1016","6.665","37.415"
"1017","6.672","36.742"
"1018","6.678","37.620"
"1019","6.685","36.419"
"1020","6.691","37.051"
"1021","6.698","37.751"
"1022","6.704","36.845"
"1023","6.711","37.829"
"1024","6.717","37.208"
"1025","6.724","37.179"
"1026","6.731","37.875"
"1027","6.737","36.847"
"1028","6.744","38.100"
"1029","6.750","37.258"
"1030","6.757","37.126"
"1031","6.763","37.468"
"1032","6.770","36.501"
"1033","6.776","37.795"
"1034","6.783","37.178"
"1035","6.790","36.998"
"1036","6.796","37.534"
"1037","6.803","36.641"
"1038","6.809","37.702"
"1039","6.816","37.203"
"1040","6.822","36.899"
"1041","6.829","37.689"
"1042","6.836","36.452"
"1043","6.842","37.460"
"1044","6.849","37.350"
"1045","6.855","37.189"
"1046","6.862","38.366"
"1047","6.868","37.013"
"1048","6.875","37.589"
"1049","6.881","37.824"
"1050","6.888","37.693"
"1051","6.895","38.478"
"1052","6.901","37.091"
"1053","6.908","37.803"
"1054","6.914","38.113"
"1055","6.921","37.269"
"1056","6.927","38.383"
"1057","6.934","37.622"
"1058","6.940","37.717"
"1059","6.947","37.874"
"1060","6.954","37.165"
"1061","6.960","38.512"
"1062","6.967","37.899"
"1063","6.973","37.819"
"1064","6.980","38.721"
"1065","6.986","37.757"
"1066","6.993","38.860"
"1067","7.000","38.630"
"1068","7.006","38.390"
"1069","7.013","39.175"
"1070","7.019","37.833"
"1071","7.026","38.794"
"1072","7.032","38.571"
"1073","7.039","38.047"
"1074","7.045","38.744"
"1075","7.052","37.700"
"1076","7.059","38.227"
"1077","7.065","38.188"
"1078","7.072","37.864"
"1079","7.078","38.614"
"1080","7.085","37.435"
"1081","7.091","38.266"
"1082","7.098","38.299"
"1083","7.104","37.958"
"1084","7.111","38.979"
"1085","7.118","37.787"
"1086","7.124","39.176"
"1087","7.131","39.191"
"1088","7.137","38.630"
"1089","7.144","39.550"
"1090","7.150","38.510"
"1091","7.157","39.244"
"1092","7.164","39.097"
"1093","7.170","38.045"
"1094","7.177","39.394"
"1095","7.183","38.683"
"1096","7.190","38.306"
"1097","7.196","38.712"
"1098","7.203","37.594"
"1099","7.209","38.766"
"1100","7.216","38.155"
"1101","7.223","37.755"
"1102","7.229","38.779"
"1103","7.236","37.679"
"1104","7.242","38.431"
"1105","7.249","38.309"
"1106","7.255","37.941"
"1107","7.262","38.802"
"1108","7.268","37.672"
"1109","7.275","38.360"
"1110","7.282","38.556"
"1111","7.288","38.041"
"1112","7.295","38.994"
"1113","7.301","38.005"
"1114","7.308","38.679"
"1115","7.314","38.601"
"1116","7.321","38.301"
"1117","7.328","39.263"
"1118","7.334","38.249"
"1119","7.341","38.483"
"1120","7.347","38.853"
"1121","7.354","38.194"
"1122","7.360","39.372"
"1123","7.367","38.751"
"1124","7.373","38.707"
"1125","7.380","39.132"
"1126","7.387","38.344"
"1127","7.393","39.551"
"1128","7.400","38.914"
"1129","7.406","38.835"
"1130","7.413","39.585"
"1131","7.419","38.485"
"1132","7.426","39.717"
"1133","7.432","39.283"
"1134","7.439","39.035"
