"Device: USB-2408-2AO"
"Serial Number: 2060DB1"
"Channel Count: 1"
"Sample Count: 7644"
"Start Time: 7/6/2026 2:57:41.386 PM"
"Scan Rate: 152.438995361328"
"Sample","Time (s)","AI0 (°C)"
"202","1.325","34.909"
"203","1.332","34.817"
"204","1.338","34.187"
"205","1.345","35.718"
"206","1.351","33.820"
"207","1.358","34.841"
"208","1.364","34.955"
"209","1.371","34.103"
"210","1.378","35.827"
"211","1.384","34.257"
"212","1.391","34.793"
"213","1.397","35.031"
"214","1.404","34.071"
"215","1.410","35.803"
"216","1.417","34.514"
"217","1.424","34.658"
"218","1.430","35.125"
"219","1.437","33.843"
"220","1.443","35.819"
"221","1.450","34.570"
"222","1.456","34.490"
"223","1.463","35.240"
"224","1.469","33.699"
"225","1.476","35.438"
"226","1.483","34.611"
"227","1.489","34.369"
"228","1.496","35.342"
"229","1.502","33.603"
"230","1.509","35.002"
"231","1.515","34.748"
"232","1.522","34.339"
"233","1.528","35.497"
"234","1.535","33.614"
"235","1.542","34.878"
"236","1.548","34.877"
"237","1.555","34.174"
"238","1.561","35.739"
"239","1.568","33.906"
"240","1.574","34.806"
"241","1.581","35.000"
"242","1.588","34.100"
"243","1.594","35.825"
"244","1.601","34.364"
"245","1.607","34.744"
"246","1.614","34.995"
"247","1.620","34.020"
"248","1.627","35.862"
"249","1.633","34.468"
"250","1.640","34.673"
"251","1.647","35.143"
"252","1.653","33.767"
"253","1.660","35.735"
"254","1.666","34.586"
"255","1.673","34.476"
"256","1.679","35.282"
"257","1.686","33.646"
"258","1.692","35.252"
"259","1.699","34.690"
"260","1.706","34.359"
"261","1.712","35.326"
"262","1.719","33.642"
"263","1.725","34.946"
"264","1.732","34.727"
"265","1.738","34.317"
"266","1.745","35.547"
"267","1.752","33.595"
"268","1.758","34.927"
"269","1.765","34.892"
"270","1.771","34.148"
"271","1.778","35.763"
"272","1.784","33.967"
"273","1.791","34.825"
"274","1.797","35.039"
"275","1.804","34.085"
"276","1.811","35.834"
"277","1.817","34.453"
"278","1.824","34.716"
"279","1.830","35.043"
"280","1.837","33.949"
"281","1.843","35.877"
"282","1.850","34.520"
"283","1.856","34.589"
"284","1.863","35.225"
"285","1.870","33.736"
"286","1.876","35.614"
"287","1.883","34.588"
"288","1.889","34.430"
"289","1.896","35.294"
"290","1.902","33.635"
"291","1.909","35.128"
"292","1.916","34.702"
"293","1.922","34.391"
"294","1.929","35.414"
"295","1.935","33.634"
"296","1.942","34.930"
"297","1.948","34.781"
"298","1.955","34.280"
"299","1.961","35.578"
"300","1.968","33.708"
"301","1.975","34.871"
"302","1.981","34.919"
"303","1.988","34.110"
"304","1.994","35.829"
"305","2.001","34.091"
"306","2.007","34.734"
"307","2.014","35.040"
"308","2.020","34.050"
"309","2.027","35.847"
"310","2.034","34.472"
"311","2.040","34.671"
"312","2.047","35.080"
"313","2.053","33.877"
"314","2.060","35.867"
"315","2.066","34.544"
"316","2.073","34.582"
"317","2.080","35.163"
"318","2.086","33.699"
"319","2.093","35.545"
"320","2.099","34.621"
"321","2.106","34.396"
"322","2.112","35.288"
"323","2.119","33.615"
"324","2.125","35.064"
"325","2.132","34.666"
"326","2.139","34.373"
"327","2.145","35.449"
"328","2.152","33.593"
"329","2.158","34.876"
"330","2.165","34.798"
"331","2.171","34.257"
"332","2.178","35.683"
"333","2.184","33.793"
"334","2.191","34.829"
"335","2.198","34.957"
"336","2.204","34.090"
"337","2.211","35.842"
"338","2.217","34.227"
"339","2.224","34.718"
"340","2.230","34.996"
"341","2.237","34.031"
"342","2.244","35.777"
"343","2.250","34.477"
"344","2.257","34.640"
"345","2.263","35.087"
"346","2.270","33.808"
"347","2.276","35.800"
"348","2.283","34.549"
"349","2.289","34.540"
"350","2.296","35.243"
"351","2.303","33.627"
"352","2.309","35.379"
"353","2.316","34.647"
"354","2.322","34.381"
"355","2.329","35.335"
"356","2.335","33.581"
"357","2.342","34.998"
"358","2.348","34.706"
"359","2.355","34.362"
"360","2.362","35.512"
"361","2.368","33.600"
"362","2.375","34.880"
"363","2.381","34.806"
"364","2.388","34.197"
"365","2.394","35.730"
"366","2.401","33.868"
"367","2.408","34.814"
"368","2.414","34.975"
"369","2.421","34.105"
"370","2.427","35.805"
"371","2.434","34.330"
"372","2.440","34.713"
"373","2.447","35.025"
"374","2.453","33.968"
"375","2.460","35.814"
"376","2.467","34.516"
"377","2.473","34.661"
"378","2.480","35.115"
"379","2.486","33.709"
"380","2.493","35.722"
"381","2.499","34.556"
"382","2.506","34.472"
"383","2.512","35.242"
"384","2.519","33.639"
"385","2.526","35.259"
"386","2.532","34.641"
"387","2.539","34.365"
"388","2.545","35.352"
"389","2.552","33.613"
"390","2.558","34.990"
"391","2.565","34.731"
"392","2.572","34.272"
"393","2.578","35.563"
"394","2.585","33.628"
"395","2.591","34.899"
"396","2.598","34.874"
"397","2.604","34.109"
"398","2.611","35.716"
"399","2.617","33.967"
"400","2.624","34.749"
"401","2.631","35.008"
"402","2.637","34.033"
"403","2.644","35.859"
"404","2.650","34.397"
"405","2.657","34.665"
"406","2.663","35.036"
"407","2.670","33.879"
"408","2.676","35.805"
"409","2.683","34.520"
"410","2.690","34.576"
"411","2.696","35.148"
"412","2.703","33.713"
"413","2.709","35.582"
"414","2.716","34.578"
"415","2.722","34.422"
"416","2.729","35.267"
"417","2.736","33.651"
"418","2.742","35.131"
"419","2.749","34.642"
"420","2.755","34.346"
"421","2.762","35.392"
"422","2.768","33.595"
"423","2.775","34.896"
"424","2.781","34.740"
"425","2.788","34.270"
"426","2.795","35.590"
"427","2.801","33.657"
"428","2.808","34.842"
"429","2.814","34.944"
"430","2.821","34.092"
"431","2.827","35.772"
"432","2.834","34.123"
"433","2.840","34.734"
"434","2.847","34.978"
"435","2.854","34.026"
"436","2.860","35.809"
"437","2.867","34.423"
"438","2.873","34.660"
"439","2.880","35.055"
"440","2.886","33.853"
"441","2.893","35.800"
"442","2.900","34.501"
"443","2.906","34.594"
"444","2.913","35.190"
"445","2.919","33.650"
"446","2.926","35.496"
"447","2.932","34.620"
"448","2.939","34.384"
"449","2.945","35.283"
"450","2.952","33.595"
"451","2.959","35.031"
"452","2.965","34.711"
"453","2.972","34.297"
"454","2.978","35.403"
"455","2.985","33.601"
"456","2.991","34.883"
"457","2.998","34.803"
"458","3.004","34.173"
"459","3.011","35.668"
"460","3.018","33.781"
"461","3.024","34.813"
"462","3.031","34.958"
"463","3.037","34.110"
"464","3.044","35.758"
"465","3.050","34.180"
"466","3.057","34.708"
"467","3.064","35.018"
"468","3.070","34.000"
"469","3.077","35.774"
"470","3.083","34.467"
"471","3.090","34.639"
"472","3.096","35.069"
"473","3.103","33.744"
"474","3.109","35.804"
"475","3.116","34.507"
"476","3.123","34.473"
"477","3.129","35.208"
"478","3.136","33.625"
"479","3.142","35.338"
"480","3.149","34.618"
"481","3.155","34.350"
"482","3.162","35.257"
"483","3.168","33.595"
"484","3.175","34.951"
"485","3.182","34.720"
"486","3.188","34.331"
"487","3.195","35.454"
"488","3.201","33.571"
"489","3.208","34.864"
"490","3.214","34.795"
"491","3.221","34.176"
"492","3.228","35.711"
"493","3.234","33.843"
"494","3.241","34.764"
"495","3.247","34.994"
"496","3.254","34.115"
"497","3.260","35.778"
"498","3.267","34.290"
"499","3.273","34.689"
"500","3.280","34.996"
"501","3.287","34.167"
"502","3.293","36.106"
"503","3.300","34.837"
"504","3.306","35.134"
"505","3.313","35.671"
"506","3.319","34.484"
"507","3.326","36.547"
"508","3.332","35.439"
"509","3.339","35.436"
"510","3.346","36.270"
"511","3.352","34.815"
"512","3.359","36.624"
"513","3.365","35.971"
"514","3.372","35.830"
"515","3.378","36.856"
"516","3.385","35.221"
"517","3.392","36.671"
"518","3.398","36.496"
"519","3.405","36.137"
"520","3.411","37.415"
"521","3.418","35.537"
"522","3.424","36.915"
"523","3.431","36.876"
"524","3.437","36.349"
"525","3.444","37.959"
"526","3.451","36.171"
"527","3.457","36.909"
"528","3.464","37.226"
"529","3.470","36.674"
"530","3.477","38.496"
"531","3.483","37.148"
"532","3.490","37.486"
"533","3.496","37.827"
"534","3.503","36.957"
"535","3.510","38.800"
"536","3.516","37.480"
"537","3.523","37.518"
"538","3.529","38.152"
"539","3.536","36.932"
"540","3.542","38.919"
"541","3.549","37.865"
"542","3.556","37.807"
"543","3.562","38.858"
"544","3.569","37.151"
"545","3.575","38.776"
"546","3.582","38.274"
"547","3.588","38.096"
"548","3.595","39.184"
"549","3.601","37.314"
"550","3.608","38.772"
"551","3.615","38.583"
"552","3.621","38.469"
"553","3.628","39.733"
"554","3.634","37.637"
"555","3.641","39.131"
"556","3.647","39.167"
"557","3.654","38.433"
"558","3.660","40.195"
"559","3.667","38.685"
"560","3.674","39.602"
"561","3.680","39.812"
"562","3.687","38.862"
"563","3.693","40.681"
"564","3.700","39.397"
"565","3.706","39.654"
"566","3.713","39.977"
"567","3.720","38.753"
"568","3.726","40.647"
"569","3.733","39.620"
"570","3.739","39.750"
"571","3.746","40.414"
"572","3.752","39.014"
"573","3.759","40.724"
"574","3.765","39.662"
"575","3.772","39.836"
"576","3.779","40.464"
"577","3.785","38.904"
"578","3.792","40.221"
"579","3.798","39.888"
"580","3.805","39.899"
"581","3.811","40.680"
"582","3.818","38.586"
"583","3.824","40.248"
"584","3.831","40.106"
"585","3.838","39.806"
"586","3.844","41.236"
"587","3.851","38.944"
"588","3.857","40.731"
"589","3.864","40.496"
"590","3.870","39.831"
"591","3.877","41.765"
"592","3.884","39.833"
"593","3.890","40.817"
"594","3.897","40.942"
"595","3.903","40.026"
"596","3.910","42.133"
"597","3.916","40.540"
"598","3.923","41.116"
"599","3.929","41.426"
"600","3.936","40.141"
"601","3.943","42.611"
"602","3.949","40.748"
"603","3.956","40.999"
"604","3.962","41.637"
"605","3.969","40.030"
"606","3.975","42.174"
"607","3.982","40.971"
"608","3.988","40.943"
"609","3.995","41.769"
"610","4.002","39.972"
"611","4.008","41.741"
"612","4.015","41.174"
"613","4.021","40.971"
"614","4.028","42.100"
"615","4.034","39.942"
"616","4.041","41.788"
"617","4.048","41.579"
"618","4.054","40.998"
"619","4.061","42.562"
"620","4.067","40.382"
"621","4.074","41.761"
"622","4.080","41.863"
"623","4.087","41.018"
"624","4.093","42.939"
"625","4.100","41.152"
"626","4.107","41.888"
"627","4.113","41.981"
"628","4.120","41.148"
"629","4.126","43.241"
"630","4.133","41.528"
"631","4.139","41.931"
"632","4.146","42.214"
"633","4.152","40.902"
"634","4.159","43.212"
"635","4.166","41.723"
"636","4.172","41.817"
"637","4.179","42.478"
"638","4.185","40.762"
"639","4.192","42.798"
"640","4.198","41.888"
"641","4.205","41.800"
"642","4.212","42.644"
"643","4.218","40.802"
"644","4.225","42.480"
"645","4.231","42.006"
"646","4.238","41.741"
"647","4.244","43.285"
"648","4.251","41.005"
"649","4.257","42.806"
"650","4.264","42.446"
"651","4.271","41.696"
"652","4.277","43.508"
"653","4.284","41.394"
"654","4.290","42.599"
"655","4.297","42.739"
"656","4.303","41.826"
"657","4.310","43.706"
"658","4.316","42.058"
"659","4.323","42.600"
"660","4.330","42.830"
"661","4.336","41.711"
"662","4.343","43.860"
"663","4.349","42.194"
"664","4.356","42.553"
"665","4.362","43.027"
"666","4.369","41.635"
"667","4.376","43.840"
"668","4.382","42.374"
"669","4.389","42.432"
"670","4.395","43.285"
"671","4.402","41.534"
"672","4.408","43.456"
"673","4.415","42.676"
"674","4.421","42.522"
"675","4.428","43.560"
"676","4.435","41.660"
"677","4.441","43.303"
"678","4.448","42.993"
"679","4.454","42.572"
"680","4.461","43.928"
"681","4.467","41.842"
"682","4.474","43.381"
"683","4.480","43.326"
"684","4.487","42.615"
"685","4.494","44.347"
"686","4.500","42.454"
"687","4.507","43.478"
"688","4.513","43.550"
"689","4.520","42.706"
"690","4.526","44.612"
"691","4.533","43.004"
"692","4.540","43.538"
"693","4.546","43.763"
"694","4.553","42.626"
"695","4.559","44.887"
"696","4.566","43.226"
"697","4.572","43.490"
"698","4.579","44.048"
"699","4.585","42.485"
"700","4.592","44.667"
"701","4.599","43.455"
"702","4.605","43.359"
"703","4.612","44.251"
"704","4.618","42.479"
"705","4.625","44.207"
"706","4.631","43.574"
"707","4.638","43.409"
"708","4.644","44.427"
"709","4.651","42.513"
"710","4.658","44.086"
"711","4.664","43.743"
"712","4.671","43.363"
"713","4.677","44.789"
"714","4.684","42.624"
"715","4.690","44.098"
"716","4.697","44.066"
"717","4.704","43.352"
"718","4.710","45.229"
"719","4.717","43.378"
"720","4.723","44.157"
"721","4.730","44.243"
"722","4.736","43.284"
"723","4.743","45.287"
"724","4.749","43.714"
"725","4.756","44.051"
"726","4.763","44.331"
"727","4.769","43.095"
"728","4.776","45.326"
"729","4.782","43.725"
"730","4.789","43.898"
"731","4.795","44.519"
"732","4.802","42.910"
"733","4.808","44.907"
"734","4.815","43.880"
"735","4.822","43.737"
"736","4.828","44.610"
"737","4.835","42.793"
"738","4.841","44.395"
"739","4.848","43.952"
"740","4.854","43.718"
"741","4.861","44.807"
"742","4.868","42.742"
"743","4.874","44.332"
"744","4.881","44.061"
"745","4.887","43.516"
"746","4.894","45.110"
"747","4.900","43.016"
"748","4.907","44.239"
"749","4.913","44.329"
"750","4.920","43.454"
"751","4.927","45.331"
"752","4.933","43.608"
"753","4.940","44.245"
"754","4.946","44.394"
"755","4.953","43.395"
"756","4.959","45.378"
"757","4.966","43.848"
"758","4.972","44.161"
"759","4.979","44.507"
"760","4.986","43.170"
"761","4.992","45.359"
"762","4.999","43.935"
"763","5.005","43.983"
"764","5.012","44.698"
"765","5.018","42.995"
"766","5.025","44.887"
"767","5.032","44.038"
"768","5.038","43.962"
"769","5.045","44.875"
"770","5.051","42.979"
"771","5.058","44.516"
"772","5.064","44.130"
"773","5.071","43.812"
"774","5.077","45.060"
"775","5.084","42.926"
"776","5.091","44.518"
"777","5.097","44.278"
"778","5.104","43.627"
"779","5.110","45.336"
"780","5.117","43.344"
"781","5.123","44.355"
"782","5.130","44.473"
"783","5.136","43.572"
"784","5.143","45.482"
"785","5.150","43.850"
"786","5.156","44.331"
"787","5.163","44.540"
"788","5.169","43.480"
"789","5.176","45.533"
"790","5.182","43.926"
"791","5.189","44.232"
"792","5.196","44.696"
"793","5.202","43.186"
"794","5.209","45.369"
"795","5.215","44.053"
"796","5.222","44.032"
"797","5.228","44.806"
"798","5.235","43.068"
"799","5.241","44.863"
"800","5.248","44.167"
"801","5.255","43.971"
"802","5.261","44.972"
"803","5.268","43.085"
"804","5.274","44.558"
"805","5.281","44.201"
"806","5.287","43.832"
"807","5.294","45.183"
"808","5.300","43.042"
"809","5.307","44.538"
"810","5.314","44.419"
"811","5.320","43.663"
"812","5.327","45.457"
"813","5.333","43.529"
"814","5.340","44.444"
"815","5.346","44.495"
"816","5.353","43.569"
"817","5.360","45.609"
"818","5.366","44.027"
"819","5.373","44.440"
"820","5.379","44.672"
"821","5.386","43.498"
"822","5.392","45.699"
"823","5.399","44.081"
"824","5.405","44.329"
"825","5.412","44.849"
"826","5.419","43.260"
"827","5.425","45.334"
"828","5.432","44.126"
"829","5.438","44.052"
"830","5.445","44.873"
"831","5.451","43.127"
"832","5.458","44.794"
"833","5.464","44.208"
"834","5.471","43.997"
"835","5.478","45.044"
"836","5.484","43.074"
"837","5.491","44.643"
"838","5.497","44.278"
"839","5.504","43.846"
"840","5.510","45.287"
"841","5.517","43.165"
"842","5.524","44.549"
"843","5.530","44.473"
"844","5.537","43.656"
"845","5.543","45.512"
"846","5.550","43.654"
"847","5.556","44.478"
"848","5.563","44.607"
"849","5.569","43.686"
"850","5.576","45.580"
"851","5.583","44.128"
"852","5.589","44.465"
"853","5.596","44.749"
"854","5.602","43.518"
"855","5.609","45.698"
"856","5.615","44.131"
"857","5.622","44.228"
"858","5.628","44.877"
"859","5.635","43.279"
"860","5.642","45.254"
"861","5.648","44.182"
"862","5.655","44.097"
"863","5.661","44.994"
"864","5.668","43.293"
"865","5.674","44.854"
"866","5.681","44.310"
"867","5.688","44.076"
"868","5.694","45.182"
"869","5.701","43.088"
"870","5.707","44.701"
"871","5.714","44.460"
"872","5.720","43.828"
"873","5.727","45.386"
"874","5.733","43.314"
"875","5.740","44.535"
"876","5.747","44.555"
"877","5.753","43.729"
"878","5.760","45.574"
"879","5.766","43.866"
"880","5.773","44.462"
"881","5.779","44.622"
"882","5.786","43.672"
"883","5.792","45.600"
"884","5.799","44.069"
"885","5.806","44.380"
"886","5.812","44.800"
"887","5.819","43.420"
"888","5.825","45.546"
"889","5.832","44.248"
"890","5.838","44.282"
"891","5.845","44.963"
"892","5.852","43.321"
"893","5.858","45.165"
"894","5.865","44.340"
"895","5.871","44.169"
"896","5.878","45.094"
"897","5.884","43.172"
"898","5.891","44.754"
"899","5.897","44.411"
"900","5.904","44.050"
"901","5.911","45.236"
"902","5.917","43.094"
"903","5.924","44.634"
"904","5.930","44.525"
"905","5.937","43.815"
"906","5.943","45.378"
"907","5.950","43.401"
"908","5.956","44.492"
"909","5.963","44.563"
"910","5.970","43.668"
"911","5.976","45.550"
"912","5.983","43.942"
"913","5.989","44.390"
"914","5.996","44.576"
"915","6.002","43.546"
"916","6.009","45.573"
"917","6.016","44.006"
"918","6.022","44.281"
"919","6.029","44.722"
"920","6.035","43.234"
"921","6.042","45.390"
"922","6.048","44.076"
"923","6.055","44.029"
"924","6.061","44.804"
"925","6.068","43.071"
"926","6.075","44.840"
"927","6.081","44.120"
"928","6.088","43.963"
"929","6.094","44.887"
"930","6.101","43.018"
"931","6.107","44.560"
"932","6.114","44.208"
"933","6.120","43.845"
"934","6.127","45.176"
"935","6.134","43.046"
"936","6.140","44.520"
"937","6.147","44.435"
"938","6.153","43.698"
"939","6.160","45.442"
"940","6.166","43.510"
"941","6.173","44.433"
"942","6.180","44.515"
"943","6.186","43.609"
"944","6.193","45.501"
"945","6.199","43.909"
"946","6.206","44.360"
"947","6.212","44.567"
"948","6.219","43.414"
"949","6.225","45.647"
"950","6.232","44.020"
"951","6.239","44.157"
"952","6.245","44.732"
"953","6.252","43.195"
"954","6.258","45.294"
"955","6.265","44.093"
"956","6.271","44.001"
"957","6.278","44.795"
"958","6.284","43.054"
"959","6.291","44.696"
"960","6.298","44.122"
"961","6.304","43.917"
"962","6.311","45.000"
"963","6.317","42.939"
"964","6.324","44.550"
"965","6.330","44.214"
"966","6.337","43.758"
"967","6.344","45.196"
"968","6.350","43.087"
"969","6.357","44.418"
"970","6.363","44.414"
"971","6.370","43.592"
"972","6.376","45.420"
"973","6.383","43.587"
"974","6.389","44.349"
"975","6.396","44.480"
"976","6.403","43.475"
"977","6.409","45.463"
"978","6.416","43.862"
"979","6.422","44.232"
"980","6.429","44.510"
"981","6.435","43.245"
"982","6.442","45.490"
"983","6.448","43.960"
"984","6.455","44.070"
"985","6.462","44.678"
"986","6.468","43.005"
"987","6.475","44.984"
"988","6.481","44.005"
"989","6.488","43.892"
"990","6.494","44.726"
"991","6.501","42.899"
"992","6.508","44.512"
"993","6.514","44.004"
"994","6.521","43.764"
"995","6.527","44.912"
"996","6.534","42.811"
"997","6.540","44.363"
"998","6.547","44.178"
"999","6.553","43.553"
"1000","6.560","45.157"
"1001","6.567","43.074"
"1002","6.573","44.308"
"1003","6.580","44.402"
"1004","6.586","43.519"
"1005","6.593","45.361"
"1006","6.599","43.706"
"1007","6.606","44.257"
"1008","6.612","44.363"
"1009","6.619","43.338"
"1010","6.626","45.395"
"1011","6.632","43.825"
"1012","6.639","44.078"
"1013","6.645","44.472"
"1014","6.652","43.065"
"1015","6.658","45.271"
"1016","6.665","43.853"
"1017","6.672","43.933"
"1018","6.678","44.646"
"1019","6.685","42.940"
"1020","6.691","44.788"
"1021","6.698","43.993"
"1022","6.704","43.856"
"1023","6.711","44.733"
"1024","6.717","42.913"
"1025","6.724","44.453"
"1026","6.731","44.067"
"1027","6.737","43.763"
"1028","6.744","45.011"
"1029","6.750","42.857"
"1030","6.757","44.413"
"1031","6.763","44.227"
"1032","6.770","43.602"
"1033","6.776","45.235"
"1034","6.783","43.230"
"1035","6.790","44.286"
"1036","6.796","44.352"
"1037","6.803","43.448"
"1038","6.809","45.418"
"1039","6.816","43.702"
"1040","6.822","44.285"
"1041","6.829","44.514"
"1042","6.836","43.354"
"1043","6.842","45.574"
"1044","6.849","43.928"
"1045","6.855","44.170"
"1046","6.862","44.761"
"1047","6.868","43.199"
"1048","6.875","45.394"
"1049","6.881","44.118"
"1050","6.888","44.016"
"1051","6.895","44.863"
"1052","6.901","43.126"
"1053","6.908","44.798"
"1054","6.914","44.203"
"1055","6.921","43.989"
"1056","6.927","45.009"
"1057","6.934","43.047"
"1058","6.940","44.597"
"1059","6.947","44.278"
"1060","6.954","43.879"
"1061","6.960","45.261"
"1062","6.967","43.126"
"1063","6.973","44.584"
"1064","6.980","44.473"
"1065","6.986","43.728"
"1066","6.993","45.525"
"1067","7.000","43.622"
"1068","7.006","44.541"
"1069","7.013","44.625"
"1070","7.019","43.610"
"1071","7.026","45.549"
"1072","7.032","44.015"
"1073","7.039","44.425"
"1074","7.045","44.660"
"1075","7.052","43.498"
"1076","7.059","45.700"
"1077","7.065","44.094"
"1078","7.072","44.259"
"1079","7.078","44.839"
"1080","7.085","43.207"
"1081","7.091","45.291"
"1082","7.098","44.172"
"1083","7.104","44.118"
"1084","7.111","44.942"
"1085","7.118","43.095"
"1086","7.124","44.791"
"1087","7.131","44.237"
"1088","7.137","43.973"
"1089","7.144","45.103"
"1090","7.150","43.031"
"1091","7.157","44.635"
"1092","7.164","44.392"
"1093","7.170","43.835"
"1094","7.177","45.351"
"1095","7.183","43.276"
"1096","7.190","44.522"
"1097","7.196","44.580"
"1098","7.203","43.741"
"1099","7.209","45.524"
"1100","7.216","43.794"
"1101","7.223","44.518"
"1102","7.229","44.609"
"1103","7.236","43.701"
"1104","7.242","45.684"
"1105","7.249","44.082"
"1106","7.255","44.475"
"1107","7.262","44.749"
"1108","7.268","43.420"
"1109","7.275","45.775"
"1110","7.282","44.145"
"1111","7.288","44.218"
"1112","7.295","44.934"
"1113","7.301","43.229"
"1114","7.308","45.217"
"1115","7.314","44.250"
"1116","7.321","44.112"
"1117","7.328","44.986"
"1118","7.334","43.213"
"1119","7.341","44.784"
"1120","7.347","44.344"
"1121","7.354","44.057"
"1122","7.360","45.171"
"1123","7.367","43.071"
"1124","7.373","44.603"
"1125","7.380","44.429"
"1126","7.387","43.825"
"1127","7.393","45.418"
"1128","7.400","43.345"
"1129","7.406","44.495"
"1130","7.413","44.558"
"1131","7.419","43.669"
"1132","7.426","45.548"
"1133","7.432","43.841"
"1134","7.439","44.421"
